customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6713-WQMA,Female,1,Yes,No,62,No,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),29.71,1422.36,Yes
8025-ZAMV,Female,0,Yes,No,24,No,No,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),33.94,8025.99,Yes
6486-MQBS,Male,0,Yes,Yes,16,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,21.96,3046.33,Yes
6709-WNNT,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.28,8109.74,Yes
6010-CZZO,Female,0,Yes,No,12,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,69.51,7148.36,Yes
2615-EIUE,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.8,2306.87,No
9575-EQBW,Male,0,Yes,Yes,6,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,20.06,5692.09,No
2156-GUIP,Male,1,Yes,No,40,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,110.28,4091.45,No
7041-PRKT,Female,1,No,Yes,2,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,98.28,5518.32,No
0436-CMXU,Male,0,Yes,Yes,53,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),34.32,4742.25,No
8774-PPHL,Female,0,No,No,19,No,No phone service,DSL,No,No,Yes,No internet service,No,No,Two year,No,Electronic check,87.71,5719.38,Yes
1818-VMJF,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),80.61,7417.76,No
1761-MQYJ,Female,0,Yes,No,5,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.47,1039.89,Yes
3295-AHDP,Male,1,Yes,No,65,No,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),60.1,5156.14,No
7242-EOQV,Female,1,Yes,No,53,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),97.86,4885.51,Yes
7351-POQE,Male,1,No,Yes,72,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,55.08,2678.41,No
2523-MLSM,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,27.4,2905.29,No
7906-GWRJ,Male,1,No,Yes,37,No,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.09,5543.45,Yes
9824-ZYZV,Female,0,No,No,16,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,115.76,2423.53,No
0003-CEUN,Male,1,Yes,No,19,No,No,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),116.22,8420.27,No
6852-AJZY,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),74.9,4485.86,No
9158-OWGO,Female,0,Yes,Yes,16,No,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,32.09,5722.66,Yes
2218-RIAR,Male,0,No,Yes,18,No,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,48.44,2425.07,Yes
3127-UMXS,Female,0,No,No,50,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,107.52,2297.54,Yes
6873-WGRJ,Female,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,113.49,459.85,No
7566-YDEL,Female,1,No,Yes,66,No,No,DSL,No internet service,Yes,No,Yes,No,Yes,One year,No,Mailed check,93.85,1489.66,Yes
9880-PZZI,Male,0,Yes,Yes,71,No,No phone service,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),118.14,6596.14,Yes
6540-VNRP,Female,0,No,No,47,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.6,4122.19,Yes
8933-IWVO,Male,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.45,8164.7,No
9390-PIIS,Male,1,No,Yes,67,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),53.0,4751.25,No
5026-OMQC,Male,1,No,No,67,No,No,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.9,348.71,Yes
7755-KYWJ,Male,1,Yes,No,32,No,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,102.26,7986.62,Yes
2232-DRLI,Female,1,No,No,66,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.29,4519.97,No
7700-BHRB,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.38,8248.27,Yes
7667-MKLR,Male,0,No,Yes,72,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.75,7042.64,No
6934-GPZW,Male,1,No,Yes,21,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,62.85,2210.22,Yes
2748-TJAT,Female,0,Yes,Yes,5,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,80.3,7671.93,Yes
8697-RBEW,Female,0,Yes,No,19,No,Yes,No,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),42.6,6479.98,Yes
7651-BLXC,Female,1,No,No,51,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),72.36,4848.81,Yes
0886-NUHL,Male,0,Yes,No,16,No,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),53.87,2060.17,No
6396-MWEH,Male,1,No,Yes,45,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,97.46,1702.26,Yes
5267-IQRF,Female,1,Yes,No,48,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,70.09,8152.82,Yes
9171-HROE,Female,1,Yes,No,46,No,Yes,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),90.86,5720.77,No
6388-ZVNN,Female,1,No,No,45,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,93.19,618.75,No
5937-KEDL,Male,1,No,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,99.95,4149.65,Yes
2395-TWGJ,Female,1,Yes,Yes,51,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),66.03,6856.21,Yes
7990-BKPM,Female,0,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.65,7404.24,Yes
6927-IRGN,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),21.61,6104.5,Yes
7963-TFFU,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,22.77,5001.55,No
0197-WUWI,Female,0,Yes,No,21,No,No phone service,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.44,6341.92,Yes
2230-HRBU,Female,0,No,Yes,66,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,118.45,5433.36,No
0766-AROS,Female,1,No,No,45,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,No,Mailed check,81.03,2851.84,Yes
5425-AHOH,Female,1,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,87.81,3212.97,Yes
0527-GQXM,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.44,1825.57,No
1022-KASI,Male,0,No,Yes,31,No,No,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,92.29,485.28,No
4035-TPQW,Female,1,No,No,0,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.67,6737.32,Yes
1292-EEGY,Female,1,No,No,7,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,56.62,5926.58,No
7811-QVLW,Male,0,Yes,Yes,42,No,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.34,8055.8,No
0904-LZXE,Male,1,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,24.71,4005.63,No
6933-UTZT,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,30.47,4494.86,No
8066-MTWJ,Female,0,No,No,8,No,No,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),65.03,3282.79,No
7237-HPWN,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.98,4984.01,Yes
3145-MYBR,Male,1,No,No,31,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,57.29,8005.18,Yes
0427-LAJP,Male,0,Yes,Yes,53,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,72.15,594.45,No
8901-SZXE,Male,0,Yes,No,71,No,No,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.02,2717.1,No
0445-JZVQ,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),33.34,6875.3,Yes
2586-SOSH,Female,1,Yes,No,61,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,22.65,1876.03,Yes
3671-TUSE,Male,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,45.79,6444.41,No
7551-BBKO,Female,0,Yes,No,21,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),85.51,3087.64,Yes
4330-TXSS,Female,0,Yes,No,53,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,56.52,4610.37,Yes
3980-VLKQ,Male,1,Yes,No,52,No,Yes,No,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),21.97,5666.79,No
9001-FOFF,Female,0,Yes,No,62,No,Yes,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.51,7242.68,No
2879-HRLO,Female,1,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),114.83,6494.64,No
5003-AAYC,Female,1,Yes,No,48,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,72.31,3482.66,No
8786-WIVP,Female,0,Yes,Yes,22,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,85.46,7947.88,Yes
6126-RVQV,Female,1,No,Yes,26,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),83.65,6563.58,Yes
8247-ZKTC,Female,1,Yes,No,46,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,111.59,3448.04,No
8381-ETRY,Male,0,Yes,Yes,45,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,117.43,718.81,Yes
0060-TUVD,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),63.32,2765.89,Yes
7799-ZTVW,Female,0,No,No,7,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.23,3740.64,No
2171-NEUH,Female,1,Yes,No,17,No,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.92,5584.22,No
4892-YIYH,Female,1,No,Yes,19,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,89.75,7577.88,No
3656-WQXB,Female,1,Yes,No,18,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),24.13,3336.71,No
0269-PKWZ,Female,0,Yes,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),41.67,3559.44,No
6564-EGDN,Male,1,No,Yes,12,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.19,2979.19,Yes
4626-ZJDL,Female,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,20.19,7019.55,No
0531-HTNB,Female,0,No,No,65,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,92.0,3017.13,Yes
2534-ETIW,Female,0,No,Yes,26,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.77,4269.87,No
9004-SBGC,Male,1,Yes,No,10,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,102.14,4012.38,Yes
7810-BLLK,Male,1,No,No,40,No,No phone service,No,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),82.12,7271.55,Yes
7225-SNNI,Male,0,Yes,Yes,35,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),63.22,7615.24,No
5073-PGVW,Male,1,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),81.02,1860.72,No
8157-FLJM,Female,0,No,Yes,45,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),35.55,6117.94,No
7386-XCPV,Male,1,Yes,No,34,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,32.34,3250.9,No
4653-MMXT,Male,1,No,Yes,19,No,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.57,8330.17,Yes
1359-VKXX,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,77.38,8247.93,Yes
9949-ZIEC,Female,0,No,Yes,63,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),54.26,1850.03,Yes
2865-SAFJ,Female,0,No,Yes,62,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,46.13,1399.53,Yes
2762-LAGI,Female,0,No,Yes,41,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,88.33,3630.47,No
8613-OXSI,Female,1,No,Yes,13,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),47.2,3856.85,No
0500-VKFF,Female,0,Yes,Yes,25,No,No,No,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,25.53,6100.69,Yes
3947-TONH,Male,0,Yes,Yes,9,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),113.22,4574.24,No
4269-GNBV,Male,0,No,Yes,53,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,84.22,7575.24,Yes
2944-LYQL,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),81.57,1780.48,Yes
4821-PLFG,Male,1,No,Yes,9,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),88.25,8047.96,Yes
7767-XAPK,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,47.39,6475.24,No
7192-UCQZ,Male,1,No,No,6,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,61.64,690.9,No
8890-SJTB,Male,1,No,No,29,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,48.2,978.98,No
3758-PTQE,Male,1,No,No,69,No,No,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),80.9,7637.54,No
3562-AAIK,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),35.83,4289.66,No
3068-UGBF,Female,1,Yes,No,48,No,No,No,No,No,Yes,No,No,No,One year,No,Mailed check,93.24,2189.49,Yes
4547-LSCT,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),19.26,7902.55,No
6981-TOSJ,Female,1,Yes,Yes,40,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.01,3940.24,No
6706-BRVW,Female,0,No,No,28,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,101.57,363.5,Yes
1692-YKJJ,Female,1,No,Yes,59,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,23.09,2575.7,Yes
4579-LTYA,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,44.42,5670.05,Yes
2911-UJSU,Male,1,No,Yes,30,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.4,7746.66,No
6034-GYGL,Female,1,No,No,16,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),65.82,3690.56,Yes
9230-FHYH,Female,1,No,Yes,31,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,106.66,6485.25,Yes
8069-XLXS,Male,0,No,Yes,69,Yes,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,42.35,7398.62,No
2001-WAOH,Male,1,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),61.27,5780.94,Yes
0024-PYCH,Female,1,No,Yes,15,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,47.15,3030.77,Yes
4630-QOBS,Female,0,Yes,No,18,No,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,97.9,6038.49,No
9353-ZZFQ,Female,1,No,No,61,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Electronic check,101.15,593.66,Yes
5907-LGIK,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),62.32,3995.27,No
1429-GLKW,Male,1,Yes,Yes,11,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),42.71,1334.08,No
5670-XDRR,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,70.65,639.35,No
4602-IIFD,Male,1,Yes,Yes,33,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),21.6,7060.31,Yes
